"Source","Estudiante","Tarea","Tipología textual","Tema","Edad","Sexo","País","L1","Estudios","Edad de inicio en el estudio del español","Número de meses estudiando español","Contactos personales en países de habla española","Contexto a la izquierda","Elemento gramatical 1","Etiqueta 1","Lema 1","Palabra ortográfica 1","Información adicional 1","Contexto a la derecha"
"A1VAMOS.xlsx","2129","5992","Correo electrónico","Cambio trabajo",23,"Mujer","Costa de Marfil","Francés","Secundaria",23,2,"Amigos","Espero que","vamos","VIIP1P","ir",NA,NA,"a ver nos muy pronto ."
"A1VAMOS.xlsx","797","2224","Nota/aviso","Nota llegar tarde",55,"Mujer","Francia","Francés","Universidad",1,3,"No","Hoy , voy a llegar un_poquito mas tarde por que","vamos","VMIP1P","ir",NA,NA,"de copas con mi compañeros de el curso de español ."
"A1VAMOS.xlsx","480","1334","Nota/aviso","Nota llegar tarde",43,"Mujer","Bélgica","Francés","Universidad",1,3,"No","Ala_mejor ,","vamos","VIIP1P","ir",NA,NA,"ir a el restaurante después de el cine ."
"A1VAMOS.xlsx","2096","5907","Correo electrónico","Familia",52,"Mujer","Francia","Francés","Universidad",52,4,"No","pero Julia va a estudiar en Paris el derecho y","vamos","VIIP1P","ir",NA,NA,"a ver la solo de_vez_en_cuando ."
"A1VAMOS.xlsx","777","2164","Nota/aviso","Nota llegar tarde",36,"Hombre","Francia","Francés","Universidad",35,12,"Amigos","Hago deporte y entonces","vamos","VIIP1P","ir",NA,NA,"ir de copas con mis amigos en discoteca ."
"A1VAMOS.xlsx","232","641","Nota/aviso","Nota llegar tarde",16,"Hombre","Mónaco","Francés","Secundaria",3,36,"No","pelicula de "" DESTINATION_FINAL_5 "" y la pelicula se acaba a las 11_de_la_tarde y en la fin de la pelicula","vamos","VIIP1P","ir",NA,NA,"a comer en macdonald pues llego a medianoche"
"A1VAMOS.xlsx","1973","5560","Nota/aviso","Nota llegar tarde",55,"Hombre","Francia","Francés","Secundaria",55,4,"Amigos&Familiares","Mañana ,","vamos","VMIP1P","ir",NA,NA,"a el cine juntos"
"A1VAS.xlsx","371","1028","Correo electrónico","Familia",25,"Mujer","Líbano","Francés","Universidad",24,5,"Amigos&Familiares","Bale , espero que tu","vas","VIIP2S","ir",NA,NA,"a conozcer toda mi familia en el proximo meses ."
"A1VAS.xlsx","638","1774","Correo electrónico","Familia",62,"Hombre","Francia","Francés","Universidad",60,11,"Amigos","Este domingo , vienes a la casa de mi padres y","vas","VIIP2S","ir",NA,NA,"a encontrar mi padres , mi dos hermanos y mi hermana ."
"A1VAS.xlsx","1239","3495","Correo electrónico","Familia",58,"Hombre","Francia","Francés","Universidad",58,3,"No","tú","vas","VIIP2S","ir",NA,NA,"a encontrar mí familia , tengo te presentar la para conocer la un_poco màs ."
"A1VAS.xlsx","636","1767","Nota/aviso","Nota llegar tarde",60,"Mujer","Francia","Francés","Secundaria",58,11,"Amigos",NA,"Vas","VIIP2S","ir",NA,NA,"a buscar algo para comer en la nevera ."
"A1VOY.xlsx","840","2342","Correo electrónico","Cambio trabajo",61,"Mujer","Francia","Francés","Universidad",60,4,"No","Yo voy a el cine 3 o 4 vez per semana , y todos los fines de semana","voy","VMIP1S","ir",NA,NA,"a andar en el campo ."
"A1VOY.xlsx","840","2343","Nota/aviso","Nota llegar tarde",61,"Mujer","Francia","Francés","Universidad",60,4,"No","Lo deseo mama , pero seguro que tu comprendes que estoy tan contenta que","voy","VIIP1S","ir",NA,NA,"a buscar la a la estacion y despues vamos a comer en un pequeño restaurante que conoces bien donde se"
"A1VOY.xlsx","831","2318","Correo electrónico","Cambio trabajo",68,"Mujer","Francia","Francés","Universidad",1,4,"No","No hago deporte , pero","voy","VMIP1S","ir",NA,NA,"a_menudo hacer senderismo ."
"A1VOY.xlsx","791","2207","Correo electrónico","Familia",57,"Hombre","Francia","Francés","Secundaria",57,4,"Familiares","No conoces mi familia :","voy","VIIP1S","ir",NA,NA,"a te presentar la ."
"A1VOY.xlsx","840","2342","Correo electrónico","Cambio trabajo",61,"Mujer","Francia","Francés","Universidad",60,4,"No","Yo","voy","VMIP1S","ir",NA,NA,"a el cine 3 o 4 vez per semana , y todos los fines de semana voy a andar en"
"A1VOY.xlsx","1463","4138","Correo electrónico","Cambio trabajo",37,"Mujer","Guinea","Francés","Primaria",1,9,"Otros","Voy que invitar le para salir a la playa porque me chifla los lugares ventilados y creo que","voy","VIIP1S","ir",NA,NA,"que sentar muy bien con suyo ."
"A1VOY.xlsx","1463","4139","Nota/aviso","Nota llegar tarde",37,"Mujer","Guinea","Francés","Primaria",1,9,"Otros","Lo prometo","voy","VIIP1S","ir",NA,NA,"que volver no tarde ."
"A1VOY.xlsx","840","2342","Correo electrónico","Cambio trabajo",61,"Mujer","Francia","Francés","Universidad",60,4,"No","Tomo mi mochillo , mi perro y","voy","VMIP1S","ir",NA,NA,"con amigos a pasear por 2 dias ."
"A1VOY.xlsx","2129","5993","Nota/aviso","Nota llegar tarde",23,"Mujer","Costa de Marfil","Francés","Secundaria",23,2,"Amigos","Os dejo esa nota para decir que","voy","VIIP1S","ir",NA,NA,"a llegar tarde ."
"A1VOY.xlsx","2042","5751","Correo electrónico","Cambio trabajo",71,"Hombre","Francia","Francés","Otros",13,10,"No","A_menudo , con amigos y amigas ,","voy","VMIP1S","ir",NA,NA,"de tapas y copas en algunos retaurantes famosos de el casco viejo de Lyon ."
"A1VOY.xlsx","1239","3495","Correo electrónico","Familia",58,"Hombre","Francia","Francés","Universidad",58,3,"No","yo","voy","VIIP1S","ir",NA,NA,"a ir te buscar en la estacion a las seis_y_media ."
"A1VOY.xlsx","779","2169","Correo electrónico","Cambio trabajo",52,"Mujer","Francia","Francés","Otros",1,8,"No","de semana , me gusta hacer deporte , a_menudo juego a el golf , o ando por la montaña ,","voy","VIIP1S","ir",NA,NA,"a esquiar , o montar a cabalo en el campo ."
"A1VOY.xlsx","1972","5556","Correo electrónico","Cambio trabajo",63,"Hombre","Francia","Francés","Primaria",63,4,"No","Me llamo Philippe_de_Gouttes y","voy","VIIP1S","ir",NA,NA,"a trabajar con vosotros ."
"A1VOY.xlsx","638","1773","Nota/aviso","Nota llegar tarde",62,"Hombre","Francia","Francés","Universidad",60,11,"Amigos","Tengo mucho trabajo este tarde y","voy","VIIP1S","ir",NA,NA,"a llegar a casa cerca 22_oras ."
"A1VOY.xlsx","797","2223","Correo electrónico","Cambio trabajo",55,"Mujer","Francia","Francés","Universidad",1,3,"No","Me gusta muchissimo la España y","voy","VMIP1S","ir",NA,NA,"en este pais quatro o cinco veces per año en Madrid o Barcelona y por los vacaciones en venero ,"
"A1VOY.xlsx","480","1334","Nota/aviso","Nota llegar tarde",43,"Mujer","Bélgica","Francés","Universidad",1,3,"No","Te escribo este sms para informar te que","voy","VIIP1S","ir",NA,NA,"a ir a el cinema con mis amigas ."
"A1VOY.xlsx","797","2223","Correo electrónico","Cambio trabajo",55,"Mujer","Francia","Francés","Universidad",1,3,"No","Leo a_menudo pero no","voy","VMIP1S","ir",NA,NA,"a el cine ."
"A1VOY.xlsx","2096","5906","Nota/aviso","Nota llegar tarde",52,"Mujer","Francia","Francés","Universidad",52,4,"No","Si no pueden ,","voy","VIIP1S","ir",NA,NA,"a dormir en el hotel"
"A1VOY.xlsx","781","2175","Correo electrónico","Cambio trabajo",36,"Mujer","Francia","Francés","Otros",14,36,"No","No","voy","VMIP1S","ir",NA,NA,"nunca a el estadio_Gerland porque no me gusta nada a el futbol ."
"A1VOY.xlsx","797","2224","Nota/aviso","Nota llegar tarde",55,"Mujer","Francia","Francés","Universidad",1,3,"No","Hoy ,","voy","VIIP1S","ir",NA,NA,"a llegar un_poquito mas tarde por que vamos de copas con mi compañeros de el curso de español ."
"A1VOY.xlsx","840","2344","Correo electrónico","Familia",61,"Mujer","Francia","Francés","Universidad",60,4,"No","No sé si un dia","voy","VIIP1S","ir",NA,NA,"a utilisar este idioma , pero si Romain va a el America_del_Sur una proxima vez o si encuentra una novia"
"A1VOY.xlsx","2096","5906","Nota/aviso","Nota llegar tarde",52,"Mujer","Francia","Francés","Universidad",52,4,"No","Me perdone pero","voy","VIIP1S","ir",NA,NA,"a llegar tarde porque mi coche no quiere funcionar y estoy en un cafe para avertir les"
"A1VOY.xlsx","1974","5564","Correo electrónico","Familia",45,"Hombre","Francia","Francés","Secundaria",45,0,"No","En primero ,","voy","VIIP1S","ir",NA,NA,"a ver mi madre , se llama Danielle y tiene setenta_y_cinco años y es jubilada ."
"A1VOY.xlsx","1988","5604","Nota/aviso","Nota llegar tarde",24,"Hombre","Bélgica","Francés","Universidad",1,0,"No","Yo no","voy","VIIP1S","ir",NA,NA,"a llegar por la cena hoy no espera porque salgo con amigos en un bar"
"A1VOY.xlsx","1270","3586","Correo electrónico","Cambio trabajo",33,"Mujer","Francia","Francés","Universidad",33,2,"Familiares","El mes que viene ,","voy","VIIP1S","ir",NA,NA,"a trabajar con vosotros en su empresa ."
"A1VOY.xlsx","722","2002","Correo electrónico","Cambio trabajo",29,"Mujer","Francia","Francés","Universidad",1,20,"No","Estoy escribiando este correo para presentar me porque el próximo vez ,","voy","VIIP1S","ir",NA,NA,"a cambiar de lugar de trabajo ."
"A1VOY.xlsx","776","2160","Correo electrónico","Cambio trabajo",65,"Mujer","Francia","Francés","Otros",64,8,"No","Soy Marie_Claude_Vallet ,","voy","VIIP1S","ir",NA,NA,"a trabajar con ustedes y vengo de Francia , de una ciudad que se llama Lyon y que esta en"
"A1VOY.xlsx","776","2161","Nota/aviso","Nota llegar tarde",65,"Mujer","Francia","Francés","Otros",64,8,"No","Esta noche llegara tarde y non deben esperar me para comer porque tengo que trabajar mas tarde y despues","voy","VMIP1S","ir",NA,NA,"a el cine con una amiga y comeremos en un bar ."
"A1VOY.xlsx","2129","5994","Correo electrónico","Familia",23,"Mujer","Costa de Marfil","Francés","Secundaria",23,2,"Amigos","Tengo una familia muy grande , pero","voy","VIIP1S","ir",NA,NA,"a hablar solamente de mis padres y de mis hermanos ."
"A1VOY.xlsx","775","2157","Correo electrónico","Cambio trabajo",27,"Mujer","Francia","Francés","Otros",20,6,"Amigos","En el fines de semanas ,","voy","VIIP1S","ir",NA,NA,"siempre hacer la compra ."
"A1VOY.xlsx","774","2155","Nota/aviso","Nota llegar tarde",22,"Mujer","Francia","Francés","Otros",22,4,"No","no puedo comer en tu casa por la tarde porque","voy","VIIP1S","ir",NA,NA,"a ver mi nobio ."
"A1VOY.xlsx","2042","5751","Correo electrónico","Cambio trabajo",71,"Hombre","Francia","Francés","Otros",13,10,"No","En invierno","voy","VIIP1S","ir",NA,NA,"a esquiar ."
"A1VOY.xlsx","779","2169","Correo electrónico","Cambio trabajo",52,"Mujer","Francia","Francés","Otros",1,8,"No","actividades en mi ciudad : hay bonitos restaurantes , sympaticos bares para ir de copas con los amigos ; a_veces","voy","VIIP1S","ir",NA,NA,"a escuchar musica o a el cine , y me gusta tambien invitar a algunas amigos en mi casa ."
"A1VOY.xlsx","326","906","Correo electrónico","Cambio trabajo",26,"Mujer","Francia","Francés","Universidad",1,2,"Amigos","En algunos meces ,","voy","VIIP1S","ir",NA,NA,"a encontrar vosotros por un nuevo trabajo , entonces , quiero presentar me un_poquito ."
"A1VOY.xlsx","1270","3586","Correo electrónico","Cambio trabajo",33,"Mujer","Francia","Francés","Universidad",33,2,"Familiares","Me gustan typos varios de musica : el jazz , el rock , la musica classica ... Cada jueves","voy","VMIP1S","ir",NA,NA,"a el cine para ver peliculas ."
"A1VOY.xlsx","841","2345","Correo electrónico","Cambio trabajo",67,"Hombre","Francia","Francés","Primaria",67,3,"Amigos","A veces","voy","VMIP1S","ir",NA,NA,"a el ciné y yo quiero mucho las peliculas de la historia policia"
"A1VOY.xlsx","840","2342","Correo electrónico","Cambio trabajo",61,"Mujer","Francia","Francés","Universidad",60,4,"No","Ahora que","voy","VIIP1S","ir",NA,NA,"a trabajar con vosotros creo que es bien presentar me a vosotros ."
"A1VOY.xlsx","1974","5564","Correo electrónico","Familia",45,"Hombre","Francia","Francés","Secundaria",45,0,"No","Hoy estoy en Paris y","voy","VIIP1S","ir",NA,NA,"a ver una partida de mi familia que vive cerca de esta ciudad ."
"A1VOY.xlsx","1270","3587","Nota/aviso","Nota llegar tarde",33,"Mujer","Francia","Francés","Universidad",33,2,"Familiares","No espera me para cenar porque","voy","VIIP1S","ir",NA,NA,"a llegar tarde a casa ."
"A1VOY.xlsx","390","1082","Nota/aviso","Nota llegar tarde",42,"Mujer","Francia","Francés","Secundaria",1,0,"No","Despuès","voy","VMIP1S","ir",NA,NA,"a la farmacia para comprar los medicamemtes ."
"A1VOY.xlsx","781","2176","Nota/aviso","Nota llegar tarde",36,"Mujer","Francia","Francés","Otros",14,36,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a el cine con Emilie a las ocho_de_las_tarde ."
"A1VOY.xlsx","326","907","Nota/aviso","Nota llegar tarde",26,"Mujer","Francia","Francés","Universidad",1,2,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a ver la y quedar con ella un_poquito ."
"A1VOY.xlsx","836","2330","Correo electrónico","Cambio trabajo",44,"Mujer","Francia","Francés","Universidad",44,4,"Familiares",NA,"Voy","VIIP1S","ir",NA,NA,"a trabajar contigo y soy muy contenta ."
"A1VOY.xlsx","775","2158","Nota/aviso","Nota llegar tarde",27,"Mujer","Francia","Francés","Otros",20,6,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"ir de copas y bailar salsa com Laure , David , Valerie y Arnao"
"A1VOY.xlsx","480","1334","Nota/aviso","Nota llegar tarde",43,"Mujer","Bélgica","Francés","Universidad",1,3,"No",NA,"Voy","VMIP1S","ir",NA,NA,"probablemente llegar muy tarde a la casa ."
"A1VOY.xlsx","775","2157","Correo electrónico","Cambio trabajo",27,"Mujer","Francia","Francés","Otros",20,6,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a_menudo bailar salsa ."
"A1VOY.xlsx","1463","4138","Correo electrónico","Cambio trabajo",37,"Mujer","Guinea","Francés","Primaria",1,9,"Otros",NA,"Voy","VIIP1S","ir",NA,NA,"que invitar le para salir a la playa porque me chifla los lugares ventilados y creo que voy que sentar"
"A1VOY.xlsx","722","2003","Nota/aviso","Nota llegar tarde",29,"Mujer","Francia","Francés","Universidad",1,20,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a el cine con Javier y Esperanza esta tarde ."
"A1VOY.xlsx","326","907","Nota/aviso","Nota llegar tarde",26,"Mujer","Francia","Francés","Universidad",1,2,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a llevar en casa tarde despues de el trabajo esta tarde ."
"A1VOY.xlsx","326","906","Correo electrónico","Cambio trabajo",26,"Mujer","Francia","Francés","Universidad",1,2,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a conocer vosotros tambien en poco tiempo y me encanta ."
"IRENG.xlsx","1681","4772","Nota/aviso","Nota llegar tarde",63,"Hombre","Estados Unidos","Inglés","Universidad",63,6,"Amigos&Familiares","Mi hefe me pide","ir","VMNP","ir",NA,NA,"a una renunion ."
"IRENG.xlsx","201","552","Correo electrónico","Cambio trabajo",32,"Mujer","Francia","Inglés","Primaria",1,1,"No","A mi me gusta","ir","VMNP","ir",NA,NA,"a el cafe , a el restaurante , a el cine o a el teatro com mi marrido y mis"
"IRENG.xlsx","55","148","Correo electrónico","Cambio trabajo",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Fiona tiene 18 años y espera","ir","VMNP","ir",NA,NA,"a el Universidad en el año proximo ."
"IRENG.xlsx","1622","4601","Nota/aviso","Nota llegar tarde",15,"Hombre","Estados Unidos","Inglés","Primaria",54,5,"Amigos","Llego tarde a casa esta noche por qué tengo mucha tarea y necesito","ir","VMNP","ir",NA,NA,"a el biblioteca ."
"IRENG.xlsx","101","275","Nota/aviso","Nota llegar tarde",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Entonces vamos","ir","VMNP","ir",NA,NA,"a el bar para hablar politico con el gobiernor ."
"IRENG.xlsx","1630","4619","Correo electrónico","Cambio trabajo",23,"Hombre","Australia","Inglés","Universidad",1,9,"Amigos","Me gusta","ir","VMNP","ir",NA,NA,"a la playa , jugar el futbol , y bebo y bailar con mis amigos en fin de semana ."
"IRENG.xlsx","53","142","Correo electrónico","Cambio trabajo",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","Vivo cerca de el centro de Dublin y me gusta","ir","VMNP","ir",NA,NA,"a las bares , cines y restaurantes ."
"IRENG.xlsx","1333","3775","Nota/aviso","Nota llegar tarde",25,"Mujer","China","Inglés","Universidad",24,5,"Otros","Tengo que","ir","VMNP","ir",NA,NA,"a el hospital ahora , por que me duele mucho el cabeza ."
"IRENG.xlsx","59","161","Nota/aviso","Nota llegar tarde",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No","Yo tengo que","ir","VMNP","ir",NA,NA,"a el cine con mi novia ."
"IRENG.xlsx","101","275","Nota/aviso","Nota llegar tarde",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Esta noche hablamos sobre religio y politico ,","ir","VINP","ir",NA,NA,"a dormir , porque hablamos mucho ."
"IRENG.xlsx","2740","7615","Nota/aviso","Nota llegar tarde",16,"Mujer","Japón","Inglés","Secundaria",8,96,"No","Yo voy","ir","VMNP","ir",NA,NA,"casa a las nueve_de_media ."
"IRENG.xlsx","101","274","Correo electrónico","Cambio trabajo",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Me gusta","ir","VMNP","ir",NA,NA,"de peliculas , me gusta cereveza , especialmente Guinness ."
"IRENG.xlsx","59","161","Nota/aviso","Nota llegar tarde",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No","No quiero para","ir","VMNP","ir",NA,NA,"pero mi novia le encanta mucha la pelicula ."
"IRENG.xlsx","55","148","Correo electrónico","Cambio trabajo",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Me gusta","ir","VMNP","ir",NA,NA,"a Mallorca y me gusta espeicalmente las comidas español - paellas , chorizo y el vino tinto ."
"IRENG.xlsx","1728","4897","Correo electrónico","Cambio trabajo",31,"Hombre","Reino Unido","Inglés","Universidad",30,6,"No","No me gusta nada leer y no me gusta","ir","VMNP","ir",NA,NA,"a el gimnasio ."
"IRENG.xlsx","140","375","Correo electrónico","Cambio trabajo",52,"Mujer","Estados Unidos","Inglés","Universidad",50,2,"Amigos","Estoy contenta","ir","VINP","ir",NA,NA,"a trabajar con vuestros ."
"IRENG.xlsx","101","274","Correo electrónico","Cambio trabajo",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Me gusta","ir","VMNP","ir",NA,NA,"a la playa ."
"IRENG.xlsx","201","552","Correo electrónico","Cambio trabajo",32,"Mujer","Francia","Inglés","Primaria",1,1,"No","A mi me gusta tambien","ir","VMNP","ir",NA,NA,"a la playa o el parque enfantile con el ninos ."
"IRENG.xlsx","1622","4600","Correo electrónico","Cambio trabajo",15,"Hombre","Estados Unidos","Inglés","Primaria",54,5,"Amigos","Me gusta","ir","VMNP","ir",NA,NA,"a el gimnasio ."
"IRENG.xlsx","55","150","Correo electrónico","Familia",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Voy a","ir","VMNP","ir",NA,NA,"a Mallorca en el proximo lunes para una semana ."
"IRENG.xlsx","54","145","Correo electrónico","Cambio trabajo",45,"Mujer","Irlanda","Inglés","Otros",44,14,"No","Me gusta mucha","ir","VMNP","ir",NA,NA,"a comprar ."
"IRENG.xlsx","53","142","Correo electrónico","Cambio trabajo",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","Me gusta mucha leer , ver la tele y","ir","VMNP","ir",NA,NA,"a encuentrar a mis amigos ."
"IRENG.xlsx","138","370","Correo electrónico","Cambio trabajo",43,"Hombre","Corea del Sur","Inglés","Otros",42,10,"No","Si quieren estudiar español , tienen que","ir","VMNP","ir",NA,NA,"a el Instituto_Cervantes en Manhattan ."
"IRENG.xlsx","101","274","Correo electrónico","Cambio trabajo",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Soy viejo pero hacer deportes y","ir","VMNP","ir",NA,NA,"de bici ."
"IRENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Tambien me gusta","ir","VMNP","ir",NA,NA,"a el Correo de Perras de_vez_en_quando , auque los perros me han cuesto mucho dinero en mi vida ."
"IRENG.xlsx","59","160","Correo electrónico","Cambio trabajo",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No","Me encanta mirar rugby y mi favirito equipo se Leinster y","Irlanda","NP","Irlanda",NA,NA,"claro . ."
"IRENG.xlsx","59","160","Correo electrónico","Cambio trabajo",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No","Me llamo Jimmy Y vivo en Dundalk en","Irlanda","NPG","Irlanda",NA,NA,", Yo quiero espanol para viajar en sudamerica y tambien quizas vivir en Espana para un poco tiempo ."
"IRENG.xlsx","98","267","Correo electrónico","Familia",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Mi familia , todos son tranquillos , y no tenemos muchas problemas aunque , aqui en","Irlanda","NPG","Irlanda",NA,NA,"tenemos mucha gente sin trabajo ."
"IRENG.xlsx","96","259","Correo electrónico","Cambio trabajo",58,"Hombre","Irlanda","Inglés","Otros",25,20,"Amigos","Soy de","Irlanda","NPG","Irlanda",NA,NA,", y vivo en las afeuras de Dublin en el area se llama Dunlaoghaire ."
"IRENG.xlsx","61","166","Correo electrónico","Cambio trabajo",15,"Mujer","Irlanda","Inglés","Primaria",1,10,"No","Me gusto salir de noche a un restaurante , No me gusta mucho la comida chinois en","Irlanda","NPG","Irlanda",NA,NA,"pero es mehor en China ."
"IRENG.xlsx","55","148","Correo electrónico","Cambio trabajo",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Llega a","Irlanda","NPG","Irlanda",NA,NA,"mañana a la mediodía , y voy a buscar le a el aeropuerto ."
"IRENG.xlsx","57","156","Correo electrónico","Familia",49,"Mujer","Irlanda","Inglés","Otros",48,13,"No","hermana , Aine , tiene 54 años , es professora d´ írlandas en Galway , una ciudad a el oest","Irlanda","NPG","Irlanda",NA,NA,"."
"IRENG.xlsx","55","148","Correo electrónico","Cambio trabajo",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Me llamo María , y vivo en Wicklow ,","Irlanda","NPG","Irlanda",NA,NA,"."
"IRENG.xlsx","60","163","Correo electrónico","Cambio trabajo",67,"Hombre","Irlanda","Inglés","Universidad",1,0,"No","En el invierno en","Irlanda","NPG","Irlanda",NA,NA,", la mare es un_poco frio y no puedo nadar mas que diez minutos ."
"IRENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Lo primero , Jaime esta trabajando en Cork , en a el sud de","Irlanda","NPG","Irlanda",NA,NA,", y su hermano Seán ha ido a Australia y esta trabando en una mina en el norde de el"
"IRENG.xlsx","210","577","Correo electrónico","Familia",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","Mi madre es","irlandaise","AQ+MS","irlandés",NA,NA,"y has vivido en Belfast quando ella es una nina ."
"IRENG.xlsx","57","156","Correo electrónico","Familia",49,"Mujer","Irlanda","Inglés","Otros",48,13,"No","La majora hermana , Aine , tiene 54 años , es professora d´","írlandas","NCMS","irlandés",NA,NA,"en Galway , una ciudad a el oest Irlanda ."
"IRENG.xlsx","61","166","Correo electrónico","Cambio trabajo",15,"Mujer","Irlanda","Inglés","Primaria",1,10,"No","Soy profesora de","irlandes","NCMS","irlandés",NA,NA,"y de frances ."
"IRENG.xlsx","58","159","Correo electrónico","Familia",61,"Hombre","Irlanda","Inglés","Otros",1,12,"No","Son nombres","irlandes","AQ+MS","irlandés",NA,NA,"y son muy bonitas ."
"IRENG.xlsx","1682","4774","Correo electrónico","Cambio trabajo",60,"Mujer","Irlanda","Inglés","Universidad",60,7,"Amigos","Mi marido es","irlandes","AQ+MS","irlandés",NA,NA,", y nosotros habemos dos hijos y una nuera ; ella es como una hija ."
"IRENG.xlsx","101","274","Correo electrónico","Cambio trabajo",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Me llamo Tomas , soy","Irlandes","AQ+MS","irlandés",NA,NA,"y tengo 49 años ."
"IRENG.xlsx","61","166","Correo electrónico","Cambio trabajo",15,"Mujer","Irlanda","Inglés","Primaria",1,10,"No","Soy","irlandesa","AQ+FS","irlandés",NA,NA,"de Donegal en el nord oeste de L,Irlanda ."
"IRENG.xlsx","1682","4774","Correo electrónico","Cambio trabajo",60,"Mujer","Irlanda","Inglés","Universidad",60,7,"Amigos","Me llame Mary , soy","irlandesa","AQ+FS","irlandés",NA,NA,", y tengo 60 años ."
"IRENG.xlsx","57","154","Correo electrónico","Cambio trabajo",49,"Mujer","Irlanda","Inglés","Otros",48,13,"No","Soy","irlandesa","AQ+FS","irlandés",NA,NA,"de Dublin ."
"IRENG.xlsx","1680","4768","Correo electrónico","Cambio trabajo",61,"Mujer","Irlanda","Inglés","Universidad",60,6,"No","Soy una mujer","Irlandesa","AQ+FS","irlandés",NA,NA,"y mi lengua familiar es Ingles pero hablo un_poco Frances y Italiano ."
"IRENG.xlsx","53","142","Correo electrónico","Cambio trabajo",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","uno metro y 80 cms , delante porque andando mucho , tengo pelo gris , ojos azules , estoy tipico","Irlandese","AQ+MS","irlandés",NA,NA,","
"IRENG.xlsx","53","142","Correo electrónico","Cambio trabajo",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","Soy un hombre","Irlandese","AQ+MS","irlandés",NA,NA,"de 57 años qui vive in Dublin , soy uno maestro en una escuela en el centro de la cuidad"
"VAENG.xlsx","56","153","Correo electrónico","Familia",23,"Hombre","Irlanda","Inglés","Universidad",20,12,"No","Ellos estudiantes , y","va","VMIP7S","ir",NA,NA,"Aidan a la mismo universidad con mi ."
"VAENG.xlsx","1630","4619","Correo electrónico","Cambio trabajo",23,"Hombre","Australia","Inglés","Universidad",1,9,"Amigos","Me llama es Liam_Harley y estoy","va","VMIP7S","ir",NA,NA,"a trabajo con su ."
"VAENG.xlsx","356","985","Correo electrónico","Familia",63,"Mujer","Reino Unido","Inglés","Universidad",63,3,"No","Ella","va","VMIP7S","ir",NA,NA,"a el escuela en segundo clase y su edad es siete anos ."
"VAENG.xlsx","231","639","Correo electrónico","Familia",28,"Hombre","Reino Unido","Inglés","Universidad",24,2,"Amigos","Bueno , mi","va","VIIP7S","ir",NA,NA,"hablar de mi familia ."
"VAENG.xlsx","53","142","Correo electrónico","Cambio trabajo",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","la comida , el vino , el ritmo de la noche , el gente , la cultura Espanol en_general y","va","VMIP7S","ir",NA,NA,"a Espana frequamente especialamente en los vacciones grandes qui tengo porque trabajo en escuela ."
"VAENG.xlsx","201","554","Correo electrónico","Familia",32,"Mujer","Francia","Inglés","Primaria",1,1,"No","Espero que todo","va","VMIP7S","ir",NA,NA,"bien ."
"VAENG.xlsx","55","150","Correo electrónico","Familia",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros",NA,"Va","VMIP7S","ir",NA,NA,"a la escuela en el bus a la siete_y_media , y llega muy tarde , usualamente a las ocho_y_media ."
"VAENG.xlsx","140","377","Correo electrónico","Familia",52,"Mujer","Estados Unidos","Inglés","Universidad",50,2,"Amigos","Estoy en de","vacaciones","NCFP","vacación",NA,NA,"con mi familia en Costa_Rico ."
